username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Rob Bonta,1.00407E+18,"Oakland, CA",1/22/2023 17:03,"Lunar New Year should be a joyous occasion, but instead the Monterey Park Community is in mourning. 

My heart is w�?https://t.co/62PiByYJ8N",32,Twitter for iPhone,
MSTai2 美西太太,113111850,San Francisco,1/22/2023 17:03,@alfredw86 @TeslaClubSoCal @teslaownersSV @TeslaOwnersWA @TeslaOwnersBC Happy Lunar New Year 🧧 https://t.co/IMv2sg94hR,0,Twitter for iPhone,
InterContinental SF,40279855,"San Francisco, CA, USA",1/22/2023 17:01,"It’s almost time to celebrate the Chinese New Year! 2023 is the year of the rabbit, so hop on over to join the fest�?https://t.co/EoSOiJsSnZ",0,ActiveSocial Production,
Andrew Moy,37558234,San Francisco,1/22/2023 17:01,@GavinNewsom @GOP Mass shooting last night in LA during a Lunar New Year celebration buddy. Let’s stop focusing on�?https://t.co/Y1mQjjvq2T,0,Twitter for iPhone,
7 Stars Holistic Healing Center,1.4129E+18,"Richmond, California",1/22/2023 17:01,Happy Lunar New Year! 🐇 https://t.co/QnmlhcI299,1,Twitter Web App,
"Cprime, Inc",65094370,"San Mateo, CA",1/22/2023 17:01,We wish you all a wonderful Lunar New Year filled with prosperity and joy! https://t.co/a0amCEaXEF,0,Hootsuite Inc.,
Copic Official,1.13962E+18,"San Francisco, CA",1/22/2023 17:01,Happy Lunar New Year! 🐰 https://t.co/4EY1Qj9uVb,0,Agorapulse app,
GeorgeElizalde,311011135,"San Francisco, CA",1/22/2023 17:01,"Happy Lunar New Year 🐰❤️
Wishing everyone Good Health, Good Luck, Wealth, Happiness, in the Year of the Rabbit! https://t.co/cQbmiFgkHW",0,Twitter Web App,
Berkeley Unified,4490671274,"Berkeley, CA",1/22/2023 17:01,Wishing everyone in the BUSD community a Happy Lunar New Year! https://t.co/On5s2kApR1,1,Hootsuite Inc.,
Chronicle Kids,175204026,"San Francisco, CA",1/22/2023 17:00,"We're wishing all those celebrating Lunar New Year a year of health, happiness &amp; celebration!

✏️From Manita Boonyo�?https://t.co/bcdE5dNHba",1,Hootsuite Inc.,
Veewz Digital Marketing Agency,1.41845E+18,"San Francisco, CA",1/22/2023 17:00,"Wishing you a Happy Lunar New Year from VEEWZ! How are you celebrating the year of the rabbit?

#lunarnewyear�?https://t.co/SQqIZN4Awd",0,Canva,
HealthRIGHT 360,1283666414,"San Francisco, CA",1/22/2023 17:00,Wishing all of you a joyous Lunar New Year �?the year of the Rabbit from your friends at Asian American Recovery Se�?https://t.co/8MVwoQQBNL,0,Twitter Web App,
San Francisco Shock,2853641871,"San Francisco, CA",1/22/2023 17:00,"Happy Lunar New Year! 🐰

Reply with your resolutions for the Year of the Rabbit, 10 lucky people will receive 100 O�?https://t.co/jUWBJZl02K",96,Twitter Web App,
Chase Center,4836530927,"San Francisco, CA",1/22/2023 17:00,"Bringing in the Lunar New Year with Dub Nation and a full house of red envelopes 🧧

🚪 4:00 PM
🏀 5:30 PM
📝�?https://t.co/RBE26UKQpO",11,Twitter Web App,
de Young Museum,18090088,"San Francisco, CA",1/22/2023 17:00,"It’s the Year of the Rabbit! 🐰

Happy Lunar New Year! The rabbit is one of the luckiest animals in the Chinese Zodi�?https://t.co/09koQmC9MG",5,Emplifi,
Steve Dill,45961184,San Francisco,1/22/2023 17:00,"Happy Lunar New Year! At FranNet, we wish you all the best during this special time. We hope that the Year of the R�?https://t.co/MiK6Thz8dH",0,Rallio,
Susan Levitt,29351839,"San Francisco, CA",1/22/2023 17:00,#TAROT &amp; ASTROLOGY!THE LOVERS #6. Air sign GEMINI. Self love + love of others. Free to express emotions &amp; trust fee�?https://t.co/OZe1fFSrxF,0,Twitter Web App,
Residential Life,351983020,"San Francisco, California",1/22/2023 17:00,"Happy Lunar New Year Gators! Enjoy a year full of the best of luck and success.
#SFState #SFSU #SFStateResLife�?https://t.co/oR5ihowgmo",0,TweetDeck,
BPM,106901156,"San Francisco, CA",1/22/2023 17:00,A new year full of possibilities. We wish you and yours good health and prosperity in the #YearOfTheRabbit�?https://t.co/45d3dopAlR,0,HubSpot,
Regpack,364549443,"San Francisco, CA",1/22/2023 17:00,"🧧 Happy Lunar New Year! 🧧

#regpack #lunarnewyear #lunarnewyear2023 #yearofftherabbit #chinesenewyear�?https://t.co/Ixf3NUABfb",0,HubSpot,
CHSA Museum,126426745,"San Francisco, CA",1/22/2023 16:59,Wishing You A Happy Lunar New Year - https://t.co/UTRQ3UM6dp,0,Mailchimp,
Derrick Soo,361634802,"Oakland, CA",1/22/2023 16:59,January 22th Begins the New Lunar Year of the Rabbit by Derrick SooEOAdv... https://t.co/l7gbs0g3GR via @YouTube,0,Twitter for iPhone,
Bronwyn Ayla,850194534,Berkeley CA,1/22/2023 16:58,"New Year's Blessings of love, abundance, growth, renewal, and transformation. https://t.co/RA2rr0amsY",0,OneUp App,
St. John Barned-Smith ⚔️,42174947,"San Francisco, CA",1/22/2023 16:57,Police are still searching for the gunman. The shooting took place at a dance studio near a Lunar New Year festival�?https://t.co/hzHZdWD4DV,1,Twitter Web App,
Brooke Jenkins 謝安�?989571344550391808,"San Francisco, CA",1/22/2023 16:57,"We all woke up this morning, excited to celebrate Lunar New Year only to learn that this beautiful day has been mar�?https://t.co/vrdsKY01sS",11,Twitter for iPhone,,
Gioia McCarthy,4072811653,San Francisco,1/22/2023 16:56,Wishing you a Happy and prosperous New Year! https://t.co/ZZtqZd6xrV,0,Twitter for Android,
Dr. Reginald Freeman,1.39559E+18,"Oakland, CA",1/22/2023 16:55,"On behalf of all members of the Oakland Fire Department, Happy Lunar New Year! 2023 is the Year of the Rabbit 兔年. T�?https://t.co/7vkga0Jrj4",1,Twitter for iPhone,
Diane Papan,3009682970,"San Mateo, CA",1/22/2023 16:55,"Gong Hei Fat Choy, Happy New Year San Mateo County! May the Year of the Rabbit be a prosperous, safe, and happy yea�?https://t.co/FJZaOi5G1J",0,Twitter Web App,
Daniel Kim,3093967938,San Francisco,1/22/2023 16:55,happy lunar new year! - its my year of the rabbit (cat for my viet friends) https://t.co/iEcZGep1v5,0,Twitter Web App,
Doug Sovern,20954885,"Oakland, California",1/22/2023 16:53,"10 killed, 10 wounded in mass shooting in #MontereyPark, which is in LA County. Gunman on the loose, described for�?https://t.co/GHCy7Z3lE2",2,Twitter Web App,
SFMOMA,16536215,"San Francisco, CA",1/22/2023 16:51,"Happy Lunar New Year! 🐇🧨🎆

For his Bay Area Walls work, ""The Whole Story"" (2022), Michael Jang recently augmented h�?https://t.co/jdB292VpYu",3,Sprout Social,
kyra,19034199,SF,1/22/2023 16:50,@Akelaa @ashleyedaniel makes sense. happy new year!,0,Twitter for iPhone,
Don P 🇺🇸,1.27364E+18,"Oakland, CA",1/22/2023 16:50,10 killed in Monterey Park dance studio on Lunar New Year's Eve - suspect is an asian male https://t.co/UsiTTjj3pQ,0,Twitter for iPhone,
Great Place To Work US,169124154,"Oakland, CA",1/22/2023 16:50,🐇🧧 It's Lunar New Year 2023! The most important holiday in China and other Asian countries.  We wish everyone a won�?https://t.co/k99qtDbbSI,0,Twitter Web App,
Rashi Kesarwani,15310384,"Berkeley, CA",1/22/2023 16:49,Awful news to wake up to this morning on the eve of Lunar New Year celebrations in Monterey Park. https://t.co/2ao1PKeOxl,0,Twitter Web App,
Janet Rudolph,27518302,"Berkeley, CA",1/22/2023 16:47,Year of the Rabbit: Lunar New Year https://t.co/lorHCFuLny @MarieBelleNY https://t.co/hUlnmqN2zt,0,TweetDeck,
Shannon Chan,187766652,"San Mateo, CA",1/22/2023 16:47,"Happy Lunar/Chinese New Year, year of the Rabbit to all my practicing brothers and sisters! @ San Mateo, California https://t.co/wTrERfqnob",0,Instagram,"{'type': 'Point', 'coordinates': [-122.3215, 37.566]}"
Illumination Studio,1.27982E+18,San Francisco Bay,1/22/2023 16:45,Happy Lunar New Year! #NewYear #YearOfTheRabbit 🌸 https://t.co/jfmoF5gz1h,0,Twitter for iPhone,
Alex Chen,48425695,"San Francisco, CA",1/22/2023 16:45,Happy Lunar New Year! https://t.co/ioAX0kvKAt,0,Twitter for iPhone,
Asm Phil Ting,8.77664E+17,"San Francisco, CA",1/22/2023 16:43,Horrific shooting on the eve of the Lunar New Year in #MontereyPark. On a night where families are celebrating with�?https://t.co/fvoG6qM1Rq,1,Twitter for iPhone,
#TGOD sliccgaming,1.38009E+18,"San Francisco, CA",1/22/2023 16:43,"Happy Chinese New Year y’all! Wishing everyone a healthy, lucky, and a prosperous year filled with peace and longev�?https://t.co/ukPk5952ov",0,Twitter for iPhone,
Sonya Dreizler,8.99718E+17,"San Francisco, CA",1/22/2023 16:43,"Happy Lunar New Year to all my friends who celebrate. May your year be filled with health, love, and good fortune. 🧧",0,Twitter for iPhone,
Cal Performances,94435284,"Berkeley, California",1/22/2023 16:41,Cal Performances wishes everyone who celebrates a very happy Lunar New Year! https://t.co/P9Oucs8XNt,0,Twitter Web App,
UC Berkeley Library,78447811,"Berkeley, CA",1/22/2023 16:41,"This depiction of a boy and a fish imparts the message of good wishes for the new year. 🐟👦🏻

When spoken, the chara�?https://t.co/pWeYWbuvRL",0,Twitter Web App,
UC Berkeley Library,78447811,"Berkeley, CA",1/22/2023 16:41,"春节快乐! Happy Lunar New Year! 🐰

Wishing you peace, prosperity, and hope in 2023 �?the Year of the Rabbit!

�?The�?https://t.co/wOFJtk4buK",3,Twitter Web App,
City of El Cerrito,66054153,"El Cerrito, CA",1/22/2023 16:40,"3/3

Celebrate the new year by creating paper lanterns and learning about the significance of the Lunar New Year!",0,Twitter Web App,
City of El Cerrito,66054153,"El Cerrito, CA",1/22/2023 16:40,"1/3

El Cerrito would like to wish you a happy Lunar (or Chinese) New Year! We bid adieu to the year of the tiger a�?https://t.co/f82SKXkNBt",1,Twitter Web App,
ErkTheJerk (Stranger Things Fan),417743248,"San Francisco, CA",1/22/2023 16:40,Woah! RIP to the 10 people who died in Monterey Los Angeles celebrating Lunar New Year 😔😔😔,0,Twitter for iPhone,
joshua,1.02428E+18,oakland,1/22/2023 16:35,my sister lives in monterey park. she was supposed to go out to the lunar new year festivities with her husband. my heart hurts,0,Twitter Web App,
Liz Kreutz,21461944,"San Francisco, CA",1/22/2023 16:34,Happening now: Officials are giving an update on the mass shooting in Monterey Park. We're streaming live here: https://t.co/zjre5gtsqC,5,Twitter Web App,
Vik Pansare,2877749217,"San Francisco, CA",1/22/2023 16:33,Happy lunar new year!,0,Twitter for iPhone,
Faith and Justice Network,1.34118E+18,"San Francisco, CA",1/22/2023 16:32,Happy Lunar New Year! The celebration begins today w/the 1st new moon of the lunar calendar &amp; ends on the 1st full�?https://t.co/60uMYJmwPz,0,Twitter Web App,
Phil Ting,21579611,San Francisco,1/22/2023 16:32,Horrific shooting on the eve of the Lunar New Year in Monterey Park. On a night where families are celebrating with�?https://t.co/8pZYsvKnE4,0,Twitter for iPhone,
Fiona Lee,1.13975E+18,"San Francisco, CA",1/22/2023 16:31,Just devastated by news of this mass shooting. I grew up going to dim sum and the Sanrio store in Monterey Park. An�?https://t.co/f18TmId4PX,2,Twitter Web App,
Evan,247620890,San Francisco ,1/22/2023 16:30,"Happy Lunar New Year 🐇🧧! Wishing everyone happiness and prosperity in the new year 🎊! 

恭喜发财🧧! https://t.co/XHzKU82NGV",0,Twitter for iPhone,
ResponsiveBomb,7.97149E+17,"San Francisco, CA",1/22/2023 16:30,@britishmuseum HAPPY CHINESE NEW YEAR! you are so god damn disrespectful,0,Twitter for iPhone,
AlamedaPD,404377009,"Alameda, CA",1/22/2023 16:30,"The Alameda Police Department wishes everyone a peaceful, prosperous, and happy Lunar New Year. May this year bring�?https://t.co/x20AwR1nkv",0,Twitter for iPhone,
Zuckerberg SF General Hospital & Trauma Center,1.25626E+18,San Francisco,1/22/2023 16:28,Happy Lunar New Year! Wishing good health and happiness to all! 🐰🧧🐱 #LunarNewYear @SF_DPH https://t.co/DMVsNau8cv,0,Twitter Web App,
Steve Riley☮️,314668690,Near San Francisco California,1/22/2023 16:27,@hannakimwrites Happy New Year of the Rabbit! 😊,0,Twitter for iPhone,
Peter Ambler,248441880,"Oakland, CA",1/22/2023 16:26,"Our hearts break for the 10 shot &amp; killed in Monterey Park, for the injured, for the families. For those celebratin�?https://t.co/D5IAFCAMLK",14,Twitter for iPhone,
Kimberley Kwan,876970002,"San Francisco, CA",1/22/2023 16:26,Happy Chinese New Year!! ♥️🧧 #CNY2023,0,Twitter for iPhone,
Kaiju Ryssdal,19740189,"San Francisco, CA",1/22/2023 16:26,A shooting in MPK is inconceivable. I am shook. Happy Lunar New Year fam,0,Twitter for iPhone,
Bri O'Dowd,1954589071,"Alameda, CA",1/22/2023 16:25,@BestBuy I just want to tell the world that your Total Tech service has been amazing! We bought it for my 84 year o�?https://t.co/GC9hZkrlUc,0,Twitter for iPhone,
Tyron C. Jordan,1.49585E+18,Oakland ,1/22/2023 16:24,LA mass shooting suspect kills 10 near Lunar New Year fest https://t.co/5ns2hy54fb,0,Twitter Web App,
Stephanie M. Lee,15022464,San Francisco,1/22/2023 16:24,unbelievably tragic and awful: “The shooting occurred near the site where tens of thousands had gathered Saturday f�?https://t.co/azDfKr5HhB,1,Twitter for iPhone,
James A. Jacobs,257100983,"San Rafael, CA",1/22/2023 16:24,@Lie___chan Happy New Year!! May the year of the rabbit bring you good luck and good love.,0,Twitter Web App,
Tom Hamilton,15077047,"San Bruno, CA",1/22/2023 16:23,Gong xi fa cai! Wishing great happiness and prosperity for this Lunar New Year! 🐇 https://t.co/G9JG2ob9zl,0,Twitter for iPad,
Steve Riley☮️,314668690,Near San Francisco California,1/22/2023 16:23,@jeongminnkim Happy New Year of the Rabbit! 😊,0,Twitter for iPhone,
Jason Warden,219867331,"San Rafael, CA",1/22/2023 16:22,"California mass shooting leaves at least 10 dead, others injured at Chinese Lunar New Year festival; suspect at lar�?https://t.co/roiHYF2bWj",0,Twitter for iPhone,
David Chiu,10378382,San Francisco,1/22/2023 16:22,I am heartbroken &amp; angry to learn of last night's mass shooting in Monterey Park. What should have been a joyful Lu�?https://t.co/eTEgJILkuv,3,Twitter for iPhone,
Laura Hawkins,28725524,"San Francisco, CA",1/22/2023 16:21,"Another mass shooting, this time in a API community as people are celebrating Lunar New Year. #StopAsianHate�?https://t.co/n7JlAxIrnU",0,Twitter for iPhone,
Eater SF,16510537,"San Francisco, CA",1/22/2023 16:21,The Polk Street bar will host the New Moon Lunar New Year Celebration from January 18 to February 12 https://t.co/JwTm0JqRDx,1,SocialFlow,
Alameda CA Patch,156410372,"Alameda, CA",1/22/2023 16:20,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar�?https://t.co/OE8nxDPWy5,0,SocialFlow,
pinkapewife🌸🕊🌍,1.47832E+18,"San Francisco, CA",1/22/2023 16:20,@dielamaharanie Happy Lunar New Year! 🐰🎆💗🧧�?0,Twitter for iPhone,,
Arawak Farm (we/us),2349307478,"Oakland, CA",1/22/2023 16:19,Happy Lunar New Year 🧧! #LunarNewYear2023 #saehaebokmanibadeuseyo #xinniankuaile #gongheifatchoi #GongXiFaCai�?https://t.co/Q5ScQ0ixgX,0,Twitter for iPhone,
godot perdue,1.16325E+18,"Oakland, California",1/22/2023 16:19,10 people killed in mass shooting at dance studio near Los Angeles after Lunar New Year celebrations https://t.co/5XOqI49cMJ via @nbcnews,0,Twitter Web App,
James A. Jacobs,257100983,"San Rafael, CA",1/22/2023 16:18,@TuitConfianza Happy Lunar New Year!! May the year of the rabbit bring you good luck and good love.,0,Twitter Web App,
Nichi Bei Foundation,64781137,San Francisco,1/22/2023 16:18,"Live updates: 10 dead in Monterey Park mass shooting, police say https://t.co/YQqOnIN8ew @ABC7",1,Hootsuite Inc.,
KQED,9677372,"San Francisco, CA",1/22/2023 16:18,A gunman killed 10 people and wounded 10 others at a Los Angeles-area ballroom dance club following a Lunar New Yea�?https://t.co/Myc4LLNEtU,4,Sprout Social,
James A. Jacobs,257100983,"San Rafael, CA",1/22/2023 16:17,@mJtmBxAZvIqjguO @clauok10 Happy New Year!!!! May the year of the rabbit bring you good luck and good love.,0,Twitter Web App,
pinkapewife🌸🕊🌍,1.47832E+18,"San Francisco, CA",1/22/2023 16:16,@NFTOtter Gm otters 🦦 hope all are having an otterly happy lunar new year! ✨�?0,Twitter for iPhone,,
James A. Jacobs,257100983,"San Rafael, CA",1/22/2023 16:16,@clauok10 Happy Lunar New Year! May the year of the rabbit bring you good luck and good love.,0,Twitter Web App,
American Bookbinders Museum,2207553480,"San Francisco, CA",1/22/2023 16:15,Happy Lunar New Year! Xian zhuang (stitched binding) became the predominant Chinese book format late in the Ming dy�?https://t.co/hmK3DBTkVv,5,Twitter Web App,
vistadentalcare,73469548,"South San Francisco, CA",1/22/2023 16:14,"RT@artisticdl We wish you wealth, health and abundance this year of the rabbit. Happy Lunar New Year to all! https://t.co/MjW7GagjWx",0,Twitter Web App,
Thomas Abi-Hanna,218249993,"San Francisco, CA",1/22/2023 16:14,"Mass shooting kills 10 and injures at least 10 more at Lunar New Year celebrations near Los Angeles.

The motive is�?https://t.co/epxQSZ6WhI",0,Twitter for iPhone,
Tyra Angelita Maria 🖤🇵🇸mArTYR,482487028,"Roswell, NM",1/22/2023 16:11,Ten people were killed and 10 were wounded in a mass shooting at a Lunar New Year celebration in Monterey Park. The�?https://t.co/Lm9to9qC42,8,Twitter for iPhone,
James A. Jacobs,257100983,"San Rafael, CA",1/22/2023 16:11,"@KattNaugthy Sorry, mine is that size. But Happy Lunar New Year!. May the year of the rabbit bring you good luck, luv.",0,Twitter Web App,
Dylan Bouscher,564721374,"Oakland, CA",1/22/2023 16:10,Gunman kills 10 near #LunarNewYear fest in Los Angeles suburb https://t.co/gHqVxBO2Ej,0,Twitter for iPhone,
Bellabeat,1515845250,San Francisco,1/22/2023 16:10,Leap like a rabbit into good health and wellness this Lunar New Year! 🐇 #YearoftheRabbit #LunarNewYear,0,LaterMedia,
