username,userid,profile_location,created_at,text,retweet_count,source,coordinates,,
Portland Audubon,62873046,"Portland, OR",1/17/2023 18:35,A female Bald Eagle was released by Portland Audubon staff on New Year's Eve after about 7 weeks of rehabilitative‚Ä?https://t.co/9x4k0yGOfr,46,Twitter Web App,,,
Xbox,1.38472E+18,"Oregon City, OR",1/17/2023 18:17,"@PatrickKeith16 @games_enjoyer There are major ips, and according to ponies, major ips must not be exclusives. They‚Ä?https://t.co/DTMMXrIH5N",0,Twitter for iPhone,,,
Justin Lehman,159546310,"Oregon City, OR",1/17/2023 18:11,Always enjoy teaching our ministry-wide staff meeting on Tuesday mornings. Thankful for a great start to the new ye‚Ä?https://t.co/wxPZpRYI4c,0,Twitter for iPhone,,,
Infinity Rehab,246361085,"Wilsonville, Oregon",1/17/2023 18:03,"üéâNew year, new career for you! Infinity Rehab has several opportunities for therapists and therapist assistants to‚Ä?https://t.co/4LVWKexI62",0,Hootsuite Inc.,,,
Travel Portland,15224275,"Portland, OR",1/17/2023 18:02,"Portlanders celebrate the Lunar New Year with traditional dances, lantern ceremonies and stunning performances. Her‚Ä?https://t.co/p8OEoxfhlD",1,Hootsuite Inc.,,,
EverOut Portland,1.14403E+18,"Portland, OR",1/17/2023 18:00,"Whether it's orchestral sounds, an author reading, or colorful performances that tickle your fancy, there's plenty‚Ä?https://t.co/xcnqrmmwps",1,Twitter Web App,,,
Haven T. Fusky,3240319278,"Portland, OR",1/17/2023 17:49,"New Year, Who's This? - It's ME! 

I'm streaming some Valheim with a friend today while we all chat and catch up.
T‚Ä?https://t.co/P2bhdZTxYE",2,Twitter Web App,,,
Jonathan H. Liu @xoxo.zone,28501665,"Portland, Oregon",1/17/2023 17:40,"Here's some fiction I've read recently!

Stack Overflow: Digging into the New Year https://t.co/qMD8bOA82X",0,Twitter Web App,,,
Northstar Mortgage,1.57817E+18,"Sherwood, OR",1/17/2023 17:02,New Year Resolutions‚Ä?https://t.co/OjO2wyRNQs,0,Social Reputation,,,
Kyle Shevlin,85008547,"Portland, OR",1/17/2023 16:56,"Haven't written much in a while and want to get back on the train.

Honestly, my work in 2022 didn't really spurn m‚Ä?https://t.co/wXZOw60oRA",0,Twitter Web App,,,
Brendan Pierpont,19782047,"Portland, OR",1/17/2023 16:36,@ChristianOnRE @mzjacobson $10-20/kWh is roughly the ballpark cost at which stored wind and solar can be competitiv‚Ä?https://t.co/BVDUGZNEzI,0,Twitter Web App,,,
B-Squared,2865418749,"PDX, Oregon",1/17/2023 16:32,@EMT_Ashlie We should wait a year. Suck majorly and draft Caleb Williams with an entire new staff.,0,Twitter for iPhone,,,
Kurt Norman,179283753,"West Linn, OR",1/17/2023 16:12,"From #Digitization to creating an immersive, next level #CustomerExperience, small business owners have a lot to lo‚Ä?https://t.co/B6wEubUNID",0,Dynamic Signal,,,
Strawman Gaslight Fusion,3594809244,"Willamette Valley, OR",1/17/2023 16:01,"@0DegreesCelsius For a large portion of the world, the new year starts on the Jan 22nd this year.
The Chinese Lunar‚Ä?https://t.co/QnnvMRKh3g",0,Twitter for Android,,,
Baseball Like It Oughta Be!,41917464,"Beaverton, Oregon",1/17/2023 15:56,"@EliseMichelle No, I maybe got sick 1-2 times a year and always something dopey like a cold after I fought off the‚Ä?https://t.co/HKxtkd0qqg",0,Twitter for iPhone,,,
The Columbian,15079397,"Vancouver, Washington",1/17/2023 15:01,Can you believe we had a dry day Monday? That was the first day since New Year‚Äôs Day that we had nothing measurable‚Ä?https://t.co/jWWrQ8RzPy,0,SocialNewsDesk,,,
Portland Game Collective,1.39409E+18,"Portland, OR",1/17/2023 14:52,To hear that Five Three Five was played &amp; enjoyed so much at T8 this year is amazing. To see it listed as a fav ‚Äúne‚Ä?https://t.co/zXO5yrr2v2,1,Twitter for iPhone,,,
David Peters,2549119543,"Portland, OR",1/17/2023 14:34,USArmy: The event concluded the first part of a year-long reclassification course to train future Prime Power Produ‚Ä?https://t.co/P5RpT4bhmI,0,IFTTT,,,
KOIN News,18228178,"Portland, Oregon",1/17/2023 14:30,Eating just one serving of freshwater fish each year could have the same effect as drinking water heavily polluted‚Ä?https://t.co/clS9rVuBZG,5,SocialFlow,,,
EMCO Mail + Print,8.87433E+17,"Milwaukie, OR",1/17/2023 14:03,Take advantage of 2023 to refresh your brand and use print to the fullest. https://t.co/3p5LBqt4zi https://t.co/PI4eKkjiLP,0,Agorapulse app,,,
ü¶ánight critterü¶á,1.03004E+18,"Portland, OR",1/17/2023 12:47,I haven‚Äôt developed any film in over a year and I‚Äôm excited to get my new negatives back,0,Twitter for iPhone,,,
Megan - Fuck around & find out,3432233293,"Portland, OR",1/17/2023 12:10,"As of right now, 0400, I have read a book a day since the new year started, and yet I haven't even read every day.‚Ä?https://t.co/atbJej4s7H",0,Twitter for Android,,,
Xalyn Fyar Zyme‚öóÔ∏èüëæ,1.33015E+18,"Portland, OR",1/17/2023 6:54,"@Kiridian_ I have no choice other than to get better. It's the start of the new year, and my ambition is my drive r‚Ä?https://t.co/dfcq59Ihun",0,Twitter Web App,,,
Wilner: Republican fascists love the Big Lie,344247978,"Portland, OR ",1/17/2023 6:43,"China‚Äôs Economy Stumbled Last Year With Covid Lockdowns Hobbling Growth

New government data shows that growth for‚Ä?https://t.co/BYwvBmXpu1",0,Twitter Web App,,,
City of Gold,9.49595E+17,"Portland, OR",1/17/2023 6:35,Happy new year,0,Twitter for iPhone,,,
Lovingkindness,3309936498,"Portland, OR",1/17/2023 6:07,We brought lots of food and supplies to the Anh Dao Orphanage and celebrated the Lunar New Year with the children!‚Ä?https://t.co/w5WNjRaZSq,0,Twitter for iPhone,,,
Cari Mullins,1.60424E+18,"Portland, OR",1/17/2023 5:59,Only 16 days into a new year and I‚Äôve learned some valuable lessons,0,Twitter for iPhone,,,
FIGHTERS FOR FREEDOM !!!,1.52123E+18,"Milwaukie, OR",1/17/2023 5:37,"New Research Indicates More Than 1,700 Babies Survive Abortions Every Year - https://t.co/foboPNzG0n https://t.co/cW4VRV8NNU",1,Twitter for iPhone,,,
Èô≥Ëá¥ÂÆ?@curtiscchen@xoxo.zone ü¶£,594967815,"Vancouver, WA, USA",1/17/2023 4:17,"New Year, New...sletter - https://t.co/dUulCoPr53 https://t.co/8QnXqqqVbW",1,Mailchimp,,,
Srsly Wrong Podcast,2508289176,east vancouver,1/17/2023 3:36,hey @cvestick thanks for sending a new years card to our P.o. box!!! happy new year,0,Twitter for iPhone,,,
BlueMoonJewelry,1.28004E+18,"Portland, OR",1/17/2023 2:53,"Excited to share this item from my #etsy shop: Handmade Crochet Sunflower Coaster, Set Coasters,  gift for mom, Kni‚Ä?https://t.co/M3Hr84Filt",0,Twitter for iPhone,,,
D.B. Zbornak,2523229681,"Portland, OR",1/17/2023 1:30,"The last normal day I *remember,* I was listening to the podcast RABBITS while bouldering at the climbing gym. I‚Äôd‚Ä?https://t.co/5HGws0NtiX",1,Twitter Web App,,,
Torkwase Michael Eric Dyson,18785832,"Portland, OR",1/17/2023 1:21,i say happy new year until my birthday,0,Twitter for iPhone,,,
Jacob Parker,1.41722E+18,"Portland, OR",1/17/2023 1:06,@ChainFeeds That's what happens when you have game that comes out every year. COD is the new Madden.,0,Twitter for Android,,,
Joe Pearson,588855100,"Portland, OR",1/17/2023 0:16,I was under the impression that sidewalks were finna be cleared of campers after the new year‚Ä?still waiting #lies‚Ä?https://t.co/AwwzbnjfhU,0,Twitter for iPhone,,,
Christian Emmer,36870599,"Portland, OR",1/17/2023 0:08,This year for New Year's I was able to watch one of the best fireworks shows I'll probably ever see. It was nice to‚Ä?https://t.co/Be7WNbWqvl,0,IFTTT,,,
Steed,1.27489E+18,"Gresham, OR",1/17/2023 0:02,@nacholeber We‚Äôre old af and slow on d. The d line gets manhandled and gets zero pass rush and opposing qb‚Äôs have a‚Ä?https://t.co/9KEECornOl,0,Twitter for iPhone,,,
Briley Wolf Beaton - Eleete Real Estate,1.59701E+18,"Portland, OR",1/16/2023 23:46,Happy New Year Everybody! 2022 Started out a multi-offer frenzy but simmered down as many buyers have been priced o‚Ä?https://t.co/zrH1nmuUZO,0,Chime Social Studio,,,
Christian Emmer,36870599,"Portland, OR",1/16/2023 23:28,This year for Christmas I went halfway around the world to hike one of New Zealand's great walks. 22ft+ of annual r‚Ä?https://t.co/B5FB7zsYzv,0,IFTTT,,,
sarah kelly,19608605,"Milwaukie, OR",1/16/2023 23:25,lmao my FYP just showed me a TikTok of someone whose boyfriend broke up with them on New Year‚Äôs Eve. Algorithm is a little too on the nose.,0,Twitter for iPhone,,,
Breath,1.21426E+18,"Portland, OR",1/16/2023 23:07,Greetings! We‚Äôve been on hiatus from a hand injury. Re-emerging to wish you a belated happy new year! Deep gratitud‚Ä?https://t.co/kZfq7ghqvS,0,Twitter for iPhone,,,
dont google me,32246632,Portland Oregon,1/16/2023 23:04,Oh man. So sad to scroll Twitter for the first time in over a year and see all this misinformation about covid. Sti‚Ä?https://t.co/bkkRK2QDcs,0,Twitter for iPhone,,,
Don Da Drizzle,1.09776E+18,"Portland, OR",1/16/2023 22:50,@AK_BeThe_Name New year new roster for me fam üòÖ,0,Twitter for iPhone,,,
KATU News,17994536,"Portland, Oregon",1/16/2023 22:30,"The Tigard Police Department is seeking the public's help in finding the suspect in a New Year's Eve armed robbery.

https://t.co/xD2rkI9wzK",1,TweetDeck,,,
KOIN News,18228178,"Portland, Oregon",1/16/2023 22:04,CAN YOU HELP? Tigard police are seeking tips in their investigation of a New Year‚Äôs Eve armed robbery that was capt‚Ä?https://t.co/0bz2ySWkOg,0,SocialFlow,,,
Boobies & Noobies (is on hiatus until 01/21),9.75568E+17,"Portland, OR",1/16/2023 22:03,"üíñùêÅùê®ùê®ùêõùê¢ùêûùê¨ &amp; ùêçùê®ùê®ùêõùê¢ùêûùê¨ ùêèùê®ùêùùêúùêöùê¨ùê≠ ùêèùê•ùêöùêßùê¨ ùêüùê®ùê´ ùüêùüéùüêùüëüíñ

As we head into the SEVENTH season of the podcast, I want to be fully t‚Ä?https://t.co/2caqeQVt9O",2,Twitter Web App,,,
Moccamaster USA,7.22491E+17,"Portland, OR",1/16/2023 21:33,"Many of us make the common New Year‚Äôs Resolution to take steps to improve our health. If that‚Äôs your resolution, yo‚Ä?https://t.co/Uhx4v4ghMl",0,Sprout Social,,,
Hailey,268033993,"Vancouver, WA",1/16/2023 21:11,"I got my second promotion in one year. üéâ 
I‚Äôm excited for the new things to come ü•∞",0,Twitter Web App,,,
Tigard Police,33606360,"Tigard, Oregon, USA",1/16/2023 20:31,"NEWS RELEASE: TIPS SOUGHT IN ARMED ROBBERY

Investigators with the Tigard Police Department are releasing surveilla‚Ä?https://t.co/Owk9O6KCF5",10,Twitter Web App,,,
Beaverton City Library,159602360,"Beaverton, Oregon, USA",1/16/2023 20:30,"You may remember him as Dale the Llamacorn, but new year new llama. Give a fiery welcome to Dale the Drallama! He's‚Ä?https://t.co/TlQ7oxBIV1",0,Twitter Web App,,,
Portland Urban Debate League,1.11936E+18,"Portland, OR",1/16/2023 20:30,Start the new year off right by supporting our students!  We need judges for our upcoming tournament. Join us for o‚Ä?https://t.co/iQq13BpTas,1,Loomly,,,
Patrick C Miller is on Mastodon,23508768,"Portland, OR",1/16/2023 20:15,Cyber and Physical Attacks on the Electric Grid Should Prompt New Year‚Äôs Resolutions for the Energy Industry | Data‚Ä?https://t.co/YdvfM09bfq,0,Buffer,,,
Sauvie Island Center,114830315,Sauvie Island,1/16/2023 20:11,Today is #MLKDay and we're reflecting on an @NPR story from 2021: #Poetry Challenge -- Honor MLK by Describing How‚Ä?https://t.co/HDjNh6rW6E,0,Hootsuite Inc.,,,
Matthiew Morin,1158206460,"Portland, OR",1/16/2023 20:07,It‚Äôs a new year so a friendly reminder to check what your ‚ÄúDelete Issues‚Ä?permissions are in Jira.,0,Twitter for iPhone,,,
City Club of Portland,23899556,"Portland, OR",1/16/2023 20:03,Let‚Äôs resolve to bridge divides in 2023! Kick off the new year with us and @TheKingCenter by honoring Dr. Martin Lu‚Ä?https://t.co/zFdgtkLI6o,0,Twitter Web App,,,
Labworks USA,1.02662E+18,"Portland, OR",1/16/2023 19:57,"New year, new you https://t.co/IBfgY51jOW",0,IFTTT,,,
NW Navigator,138109431,"Portland, OR",1/16/2023 19:53,"Northwest Navigator offers peace of mind aboard our motorcoaches. Relaxation, luxury, comfort, and reliability are‚Ä?https://t.co/xIiE9WG6n2",0,Sprout Social,,,
Everydayowl,1.3516E+18,"Portland, Oregon",1/16/2023 19:47,"2023 has a lot in store; here are a few of the shows we're most excited about!
https://t.co/vvFNV1Bf5t",0,Hootsuite Inc.,,,
L B,2958883423,"Portland, OR",1/16/2023 19:38,Man.. it‚Äôs been a helluva New Year for me. But I am grateful af nonetheless,0,Twitter for iPhone,,,
Cynthia Scott,2285355548,"Portland, OR",1/16/2023 19:30,@battletested5 Happy New Year Sis. Don‚Äôt think I‚Äôve ‚Äúseen‚Ä?youüòâ since Last Year ‚ò∫Ô∏è,0,Twitter for iPhone,,,
MINI of Portland,143842248,"Portland, OR",1/16/2023 19:19,Electrify your year in an all-new MINI electric. Learn more here: https://t.co/UlF12SqomZ https://t.co/37jXe5oK1M,0,Meltwater Social,,,
#SandersCoalition Fight 4 #MedicareForAll #2024,22869375,"Portland, Oregon  USA",1/16/2023 19:13,"Remember 2016 Presidential Election, Hillary Clinton Democrats Played #TonePolice? That‚Äôs Republicans New Leadershi‚Ä?https://t.co/ElCOcJYPN5",0,Twitter for iPad,,,
"Well, Shit.",22586169,"Portland, OR",1/16/2023 18:54,"@Snow_Blacck Just came to put some RESPEC on CD BOLD.

It was like they new we lost so much that year and said CHILE, I GOT YOU.",0,Twitter Web App,,,
J Burns 503503.eth 0% Listed | 1Ô∏è‚É£ ETH üîú üìà,103679684,"Portland, Oregon",1/16/2023 18:37,@CardsMax Ayyy awesome gesture!!! ‚ù§Ô∏è üî• lesgooo! Happy New Year!!,0,Twitter for Android,,,
PDX Psychotherapy,277062398,"Portland, Oregon",1/16/2023 18:30,The New Year is your opportunity to make resolutions for better communication and a healthier relationship‚Ä?https://t.co/f1TNbfT2jq,0,Buffer,,,
Lonnie Love‚ù§Ô∏è,204644104,"Portland, OR",1/16/2023 18:08,@EndWokeness And this year have a new category. Chicks with Dicks!!!,0,Twitter for iPhone,,,
Ron Randall,387239470,"Portland, OR",1/16/2023 17:53,"Is it time to get back to some conventions this year? Well, I got a snazzy new banner, so let's find out. https://t.co/h5ZTNQcQlh",4,Twitter Web App,,,
NADNAR- Not A Democrat Not a Republican,9.37075E+17,"Portland, OR",1/16/2023 17:36,"@tribelaw And for the last year or two (?) they switched to a new guy who always went with ""let's do it to them bef‚Ä?https://t.co/OmOwvU5hmy",0,Twitter Web App,,,
Cornell Farm,18246922,Portland Oregon,1/16/2023 17:03,The first lesson of our new Kitchen Garden School series is up now on our blog: https://t.co/HfZXDeguE8. Check it o‚Ä?https://t.co/7GBnPHIT6I,0,LaterMedia,,,
Michelle Stone,43412421,"Portland, OR",1/16/2023 16:55,"As we head into the new year, Richard ‚ÄòThe User Group Guy‚Ä?Doyle would like to sum up all the great stuff that happ‚Ä?https://t.co/yyEzC42te6",1,PostBeyond,,,
Corporeal Writing,4314932592,"Portland, OR",1/16/2023 16:45,"Happening next Sunday, Jan 22, we are excited to host this community offering, a Guided Meditation Practice in hono‚Ä?https://t.co/kZ19c7kM2f",1,Twitter for iPhone,,,
Jacob Markrof,1.36113E+18,"Portland, OR",1/16/2023 16:31,Happy Hardcore History day! It‚Äôs been ten and a half months since Dan has dropped any new content and a year and a‚Ä?https://t.co/GX2Hukz8bb,0,Twitter Web App,,,
Ben Hildner,25826758,"Portland, OR",1/16/2023 16:21,"I'm sticking with my 4-year-old Garmin Forerunner 645. 
Polar's New SleepWise Feature
https://t.co/wfKqEhPID2 via @dcrainmakerblog",0,Twitter Web App,,,
Nathan Christensen,3020475726,"Portland, Oregon",1/16/2023 16:19,"Earlier this year, Lyndsay and I took our kids back to #Atlanta, where we lived 20 years ago. We visited the apartm‚Ä?https://t.co/CyWmtSsucZ",1,Twitter Web App,,,
Adventist Health PDX,59539942,"Portland, OR",1/16/2023 15:00,The start of a new year is the perfect time to establish care with a primary care provider. Learn what a primary ca‚Ä?https://t.co/a2ZZsuugxo,0,Sprinklr,,,
Cynthia Varady ~NaNoWriMo Winner~,320503013,"Portland, OR",1/16/2023 14:14,Happy New Year! - https://t.co/ysYAC9C6He,0,Mailchimp,,,
Emily Walton,111238534,"Portland, OR",1/16/2023 12:29,"@slfisher @Capdan58 Sounds like free labor to me! 

https://t.co/eUAzKahCAx https://t.co/XFKZ4GYMD1",0,Twitter for iPhone,,,
Jay,1.49387E+18,"Portland, OR",1/16/2023 9:49,"Man this year‚Äôs Reverie is so good. I‚Äôm like 4 and a half hours in and it‚Äôs been great, also @VolumeOnePod my new favorite channel lol",0,Twitter for iPhone,,,
Brandon Jonely üåπ,118450261,"Portland, OR",1/16/2023 8:24,Tbh this is the first time I was sure Sam Worthington was in the new Avatar movie. Feels like Cameron put him in cr‚Ä?https://t.co/puwXXfgO6B,0,Twitter for Android,,,
Dan Avalon,119459608,"Portland, OR",1/16/2023 8:21,"@BriannaWu I‚Äôve watched engineers do teardowns, the technology in Teslas are 10 years ahead of every other manufact‚Ä?https://t.co/fd0V5e78hN",0,Twitter for iPhone,,,
Dann Villa,72203330,"Portland, OR",1/16/2023 6:40,@Skrillex I completely feel this‚Ä?It‚Äôs a new year tho‚Ä?The opportunity for growth or a new direction is endless‚Ä?It‚Ä?https://t.co/UO9iIFdYud,0,Twitter for iPhone,,,
Jacob Parker,1.41722E+18,"Portland, OR",1/16/2023 5:50,"@TGDefinition Can't expect any game to be good when one comes out every year. 
COD is the new Madden.",0,Twitter for Android,,,
Jerry Brazie,9.15833E+17,"Portland, OR",1/16/2023 5:14,"New Year, Same Me: Shedding the Holiday Pounds!""

#FitnessGoals #New Year
#GettingBackOnTrack #StayDisciplined https://t.co/hgcgySc7i7",0,Twitter for Android,,,
Miss Brown,1033915021,NEP baby ,1/16/2023 5:11,I‚Äôve been eating super healthy since the new year and have only eaten out twice! üëèüèΩüëèüèΩüëèüèΩ,0,Twitter for iPhone,,,
RealTed,1.57667E+18,Happy Valley OR,1/16/2023 4:55,"‚ú?New Year's Kiss 

I'm preparing my best last year kiss and first of the next year _CharIo_ üòòüíï
And you, who will y‚Ä?https://t.co/254sbyzu6o",0,Affinitweet.com,,,
Belmont Station,17768319,"Portland, OR",1/16/2023 4:33,Just tapped: @block15brewing Hoppy New Year!,0,Evergreen/TapHunter,,,
Enrique,2250658627,"Portland, OR",1/16/2023 4:21,@Ravens Y‚Äôall ruined my new year ü•≤ https://t.co/RxV6QT5riA,0,Twitter for iPhone,,,
Ryan Phelps,19352179,"Portland, OR",1/16/2023 4:07,@MarkShaug @derektinnin @MeasureTwiceMNY Just yesterday I gave away my certified pre-owned 2000 BMW 528i that I've‚Ä?https://t.co/GsNEa5lAZv,0,Twitter for Android,,,
Mobie Kenobi,9.5149E+17,"Portland, OR",1/16/2023 3:55,@thecryptonic @MobieNetwork But that triggered Mobie to focus on a non-custodial solution for the crypto offered in‚Ä?https://t.co/Aa8d6pqCqi,0,Twitter for iPhone,,,
sarah kelly,19608605,"Milwaukie, OR",1/16/2023 3:33,@youmatter0125 Oh well I moved here in July to be closer to my boyfriend but he broke up with me on New Year‚Äôs Eve‚Ä?https://t.co/5Q8S6jgPFz,0,Twitter for iPhone,,,
Ryan Behnke,259965255,"Gresham, OR",1/16/2023 3:15,@Sam_VanGinkel @DolfanDaughter I‚Äôve been a Miami Dolphin fan for over 35 years. I don‚Äôt think I‚Äôve ever been proude‚Ä?https://t.co/dFHHhfoGnH,0,Twitter for iPhone,,,
Books Around the Corner,1.04811E+18,"Gresham, OR",1/16/2023 2:50,We're adding a lot of new paperbacks and used and new young adult books to our collection this year. Here are a few‚Ä?https://t.co/CeaqawU5oW,0,Twitter for Android,,,
Josh,1.15969E+18,"Beaverton, OR",1/16/2023 2:19,@Brklyn1012 Absolutely. Wish you an easy and safe pregnancy. Just a few days until I get my next check. Every two w‚Ä?https://t.co/pvOLKw1Jw6,0,Twitter for iPhone,,,
Yi-Kang Hu,1.52733E+18,Tigard OR,1/16/2023 1:16,The lunar new year festivity in Sherwood was packed with people and positive energy.  The lion dance performance wa‚Ä?https://t.co/72pFjx4QTy,0,Twitter for Mac,,,
Mama Mia Trattoria,19919111,"Portland, OR",1/16/2023 1:08,"New year, new you! Check out some of the healthier options on our menu! https://t.co/WWON4J576u https://t.co/Zlch4BABav",0,Spot Hopper,,,
Josh,1.15969E+18,"Beaverton, OR",1/16/2023 1:04,"4 days left, retweet like follow and let me know how you‚Äôll use $50. #Giveaway #blessings don‚Äôt have a lot of money‚Ä?https://t.co/jTwdbr9yuU",0,Twitter for iPhone,,,
SCORE Portland,38457111,"Portland, Oregon",1/16/2023 0:50,"Register Today! Franchising Trends for 2023 | 1/19 @ 12:30pm Live on Zoom
2020 saw 4.4 million new businesses creat‚Ä?https://t.co/lF3magHE8F",0,SOCi ,,,
Ben2calderon,1.34157E+18,"Portland, OR",1/16/2023 0:19,"@BMR0123 @lDOlPlE @Bronco_Hater yes they would. The Chargers have their Stadium, the Jaguars are due for a new stad‚Ä?https://t.co/Tk3TCM7CoF",0,Twitter Web App,,,
Lester Manhole,2191677757,At the moment? Or generally?,1/16/2023 0:04,"@aaron_breitman In my defense, and probably a lot others like me, that jad crossed my mind. Briefly. How can it not‚Ä?https://t.co/CQiYuvKRDw",0,Twitter for Android,,,
Haley Elder,362092295,"Portland, OR",1/15/2023 23:26,"I have a backlog of new-to-me recipes to try this year and this month is crunchwraps! 

Which was the first attempt‚Ä?https://t.co/TWk6Kvcdik",0,Twitter for Android,,,
Families for Climate,1.25137E+18,"Portland, OR",1/15/2023 23:12,"Happy New Year! Ready to stand up for climate action in 2023? Join us and special guest speakers on Tuesday, Jan 24‚Ä?https://t.co/7EIFsF3R7g",8,Twitter Web App,,,
Huber's,40309141,"Portland, OR",1/15/2023 23:08,Come celebrate the new year with us by trying some of our new dinner items and specials! Reserve a table today!‚Ä?https://t.co/7GQ7QmJaQE,0,Spot Hopper,,,
Shine Bright üåûüåüüåú,15664964,Happy Valley,1/15/2023 22:17,"@SheaBrowning Happy New Year, Shea!",0,Twitter for iPhone,,,
Xbox,1.38472E+18,"Oregon City, OR",1/15/2023 21:25,"@New_Legal_ @I_DO_JUEGOS Naaaah, he is just a funny pony
I liked him üòÇ
This is the first time they felt our benefit‚Ä?https://t.co/5LSOTU1779",0,Twitter for iPhone,,,
ktrainUSA_FSL,1.45812E+18,"Oregon, USA",1/15/2023 21:05,"Future benefits coming to Xmas and New Year sneakers. I see they are holding a strong value on the marketplace. 

üéÅ‚Ä?https://t.co/qXLqiNODst",3,Twitter for iPhone,,,
Ben West üá∫üá∏üè≥Ô∏è‚Äçüåàü¶Üü¶´üå?599828854,"Wilsonville, OR",1/15/2023 20:57,@addictd2trvl @jimmy0726 When our furnace went out this year in the middle if winter the only thing keeping our hom‚Ä?https://t.co/s459Utq8Vz,0,Twitter for Android,,,,
The Columbian Life,29227806,"Vancouver, WA",1/15/2023 20:34,"Happy New Year! Got any new (or old) stories?
Read more... https://t.co/ivj4H63jvK",0,SocialNewsDesk,,,
Alt-Milk,7.9902E+17,"Portland, OR",1/15/2023 20:26,bf on his healthful new year  lifestyle ‚Ä?i am napping with the cats googling best cookie delivery,0,Twitter for iPhone,,,
Trash Mob Minis,6.9688E+17,"Portland, OR",1/15/2023 20:25,"The Rabbit hero is right around the corner, and the past Lunar New Year heroes have been updated with Silhouette cu‚Ä?https://t.co/yLqeF131Gy",7,Twitter Web App,,,
Eric Riggsbee,23175285,"Portland, OR",1/15/2023 20:19,"Coming soon!  New mix, new year, new sound.  The mix is done and I am currently mastering it for your eargasim plea‚Ä?https://t.co/FiESV89UqP",1,Twitter for iPhone,,,
AAA Oregon/Idaho,51113617,"Portland, Oregon",1/15/2023 20:00,"Remote work schedules, for many, now allows for greater flexibility for travel. ‚ÄúBleisure‚Ä?‚Ä?a combination of busin‚Ä?https://t.co/AZ5wy2TQtx",0,Khoros Publishing App,,,
Lan Su Chinese Garden,20566090,"Portland, Oregon",1/15/2023 18:55,"This Lunar New Year, our amazing art &amp; retail manager, @teresagarofaloart, invited artists to share their work for‚Ä?https://t.co/gVKoGbZfX2",0,Twitter for iPhone,,,
Joy Holmes,9.16842E+17,"Portland, OR",1/15/2023 18:55,@AskCapitalOne if anyone comes across this thread @CaptiolOne is why I payed for a service to remind companies I do‚Ä?https://t.co/LJLCLLOain,0,Twitter Web App,,,
Pamela Fabrega,361022287,"Portland, Oregon",1/15/2023 18:54,Check out this listing I just added to my #Poshmark closet: RARE Nike Kyrie 5 ‚ÄúChinese New Year‚Ä?w/Traditional Bai‚Ä?https://t.co/H12Pn1zNfN,0,Poshmark,,,
Flowerdiva,22454220,"Vancouver, WA",1/15/2023 18:35,"@jadedcreative @atrupar new year, new you energy",0,Twitter Web App,,,
Deke Bridges,207323988,"Portland, OR",1/15/2023 18:34,"Good ideas have lonely childhoods.
-- Hugh MacLeod

What are you reading?
New Year's resolutions still active?
Nee‚Ä?https://t.co/9oHtb9H2xJ",2,Twitter for Android,,,
The Columbian,15079397,"Vancouver, Washington",1/15/2023 18:01,"Happy New Year! Got any new (or old) stories?
Read more... https://t.co/O4o4SiqXLG",0,SocialNewsDesk,,,
MooMoo Washington‚ôíÔ∏è 2/10ü•≥,859020751,"Portland, OR",1/15/2023 17:44,This year let go of those things that hover over your mind &amp; keeps you away from peace. Let go of those people who‚Ä?https://t.co/qTMdHTquN7,0,Twitter Web App,,,
Kristin Thompson,24570558,"Portland, Oregon",1/15/2023 17:40,@coryklippsten New tagline for the year? https://t.co/doCLXMUc9m,0,Twitter for iPad,,,
Matt 'dieseldub' Phelan,298123078,"Gresham, OR",1/15/2023 17:40,@the_autopian My dad had a '98 Jetta TDI he bought brand new in '98. I got the opportunity to drive it when it was‚Ä?https://t.co/8yFTEXCZGo,0,Twitter Web App,,,
The Columbian Life,29227806,"Vancouver, WA",1/15/2023 17:32,"A new year, a new list of reasons to eat popcorn. Here are some of the notable movies that will be gracing the mult‚Ä?https://t.co/o1qbdbIjl4",0,SocialNewsDesk,,,
DL Shirey,72580170,"Portland, OR",1/15/2023 17:25,First story acceptance of the new year. Thanks to @wayne_spitzer and Dark Horses Magazine for accepting my weird fl‚Ä?https://t.co/ZoipayGsJe,1,Twitter Web App,,,
Stephen Robinson,334178844,"Portland, OR",1/15/2023 17:08,@KaseyKlimes @stillthisglass New York felt especially alienating to me when I returned last year. I enjoyed the the‚Ä?https://t.co/qAUoTJH14S,0,Twitter Web App,,,
Rose Bak,275740425,"Portland, OR",1/15/2023 17:00,"New release! Parties, fireworks, hooking up and hanging out are all the things you expect on New Year's Eve but wha‚Ä?https://t.co/zOP05S2kh0",0,Canva,,,
Laura Nissen,14253448,"Portland, Oregon",1/15/2023 16:39,4/ Follow @SWFuturesLab and me for additional news/updates about how our Social Work Futures Lab will be rolling ou‚Ä?https://t.co/SKXAoIuRu4,0,Twitter Web App,,,
Wickedy,9.71903E+17,"Portland, OR",1/15/2023 16:15,"With a new year comes a new ""Challenge"" Farm! It's time to get as many classic resolutions as I can done in one yea‚Ä?https://t.co/qPnOz6bwyY",2,Twitter Ads,,,
Pause Meditation¬Æ,4855346897,"Portland, OR",1/15/2023 15:37,"In the new year, consider pausing every day. Even if it's only for one minute, a few breaths, or a moment of silenc‚Ä?https://t.co/ncTJ5bnqwK",1,IFTTT,,,
